source,rank,nct_number,title,acronym,status,study_results,conditions,interventions,outcome_measures,sponsor_collaborators,gender,age,phases,enrollment,funded_bys,study_type,study_designs,other_i_ds,start_date,primary_completion_date,completion_date,first_posted,results_first_posted,last_update_posted,locations,study_documents,url,drug
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,11,NCT04365231,Hydroxychloroquine Azithromycin COVID-19 Pregnancy Trial,HASCOPT,Not yet recruiting,No Results Available,COVID19,Drug: Hydroxychloroquine and azithromycin treatment|Other: conventional management of patients,Percentage of patients with a negative RT-PCR test result to COVID-19|Maternal outcomes: Percentage of severe forms of the disease|Newborn outcomes: Rate of newborns hospitalized in intensive care or transferred to resuscitation unit,"Hospital St. Joseph, Marseille, France",Female,"18 Years and older   (Adult, Older Adult)",Phase 3,50,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HASCOPT2020,April 2020,June 2020,January 2021,"April 28, 2020",NA,"April 28, 2020","Hopital Saint Joseph, Marseille, Paca, France",NA,https://ClinicalTrials.gov/show/NCT04365231,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,12,NCT04329832,Hydroxychloroquine vs. Azithromycin for Hospitalized Patients With Suspected or Confirmed COVID-19,HAHPS,Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine|Drug: Azithromycin,COVID Ordinal Outcomes Scale at 14 days|Hospital-free days at 28 days (number of days patient not in hospital)|Ventilator-free days at 28 days (number of days patient not on a ventilator)|ICU-free days at 28 days (number of days patient not in an ICU)|Time to a 1-point decrease in the WHO ordinal recovery score,"Intermountain Health Care, Inc.|University of Utah",All,"18 Years and older   (Adult, Older Adult)",Phase 2,300,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,1051355,"March 30, 2020","December 31, 2020","December 31, 2021","April 1, 2020",NA,"June 2, 2020","Intermountain Medical Center, Murray, Utah, United States|University of Utah, Salt Lake City, Utah, United States",NA,https://ClinicalTrials.gov/show/NCT04329832,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,13,NCT04371406,Efficacy of Azithromycin-associated Hydroxychloroquine Therapy Given in General Practice in Early-stage Disease in COVID-19 Patients,MG-COVID,Not yet recruiting,No Results Available,Covid-19,Drug: Hydroxychloroquine and Azithromycin|Dietary Supplement: Azinc,Rate of patients with occurrence of an unfavorable outcome between randomization and day 14|Primary outcome of ancillary virological study : evolution of viral load between day 0 and day 14|The all-cause mortality rate at day 14|The all-cause mortality rate at day 28|Rate of patients with occurrence of an unfavorable outcome between randomization and day 28|The rate of use of mechanical ventilation at day 14|The rate of use of mechanical ventilation at day 28|The Intensive Care Unit admission rate at day 14|The Intensive Care Unit admission rate at day 28|Number of days of hospitalization for any cause between day 0 and day 14|Number of days of hospitalization for any cause between day 0 and day 28|The time to resolution of all COVID symptoms at day 14|The time to resolution of all COVID symptoms atday 28|The rate of use of oxygen therapy at day 14|The rate of use of oxygen therapy at day 28|The rate of use of secondary antibiotic therapy (after day 2) at day 14|The rate of use of secondary antibiotic therapy (after day 2) at day 28|Clinical status at day 14|Clinical status at day 28|number of serious adverse events at day 14|number serious adverse events at day 28|number of adverse events at day 14|number of adverse events at day 28|The rate of patients with treatment withdrawal|Ancillary virological study : rate of patients with negative viral load at day 8|Ancillary virological study : rate of patients with negative viral load at day 14,Assistance Publique - Hôpitaux de Paris,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 3,2770,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,APHP200447|2020-001702-35,"May 2, 2020","August 2, 2020","September 2, 2020","May 1, 2020",NA,"May 1, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04371406,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,14,NCT04334382,Hydroxychloroquine vs. Azithromycin for Outpatients in Utah With COVID-19,HyAzOUT,Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine|Drug: Azithromycin,Hospitalization within 14 days of enrollment|Duration of COVID-19-attributable symptoms|Hospital-free days at 28 days|Ventilator-free days at 28 days|ICU-free days at 28 days,"Intermountain Health Care, Inc.|University of Utah|Utah Department of Health",All,"45 Years and older   (Adult, Older Adult)",Phase 3,1550,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,1051360,"April 2, 2020","December 31, 2020","December 31, 2021","April 6, 2020",NA,"April 9, 2020","Intermountain Medical Center, Murray, Utah, United States|University of Utah, Salt Lake City, Utah, United States",NA,https://ClinicalTrials.gov/show/NCT04334382,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,15,NCT04341870,"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",CORIMUNO-VIRO,Suspended,No Results Available,COVID19|SARS-CoV-2 Infection,Drug: Sarilumab|Drug: Azithromycin|Drug: Hydroxychloroquine,"Need for ventilation (including invasive and non invasive ventilation), intensive care or death|Early improvement: OMS progression scale <= 5|OMS progression scale|Survival|ICU-free days alive|Ventilation-free days alive|Hospital-free days alive|Oxygen therapy-free days alive|Time to negative viral excretion|Immunophenotyping and multiplex cytokines",Assistance Publique - Hôpitaux de Paris,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2|Phase 3,27,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,APHP200375-3,"April 11, 2020","May 8, 2020",August 2020,"April 10, 2020",NA,"May 6, 2020","AP-HP Hôpital Avicenne, Bobigny, France|AP-HP Hôpital Ambroise Paré, Boulogne-Billancourt, France|AP-HP Hôpital Beaujon, Clichy, France|AP-HP Hôpital Pitié Salpétrière, Paris, France|AP-HP Hôpital Saint Antoine, Paris, France",NA,https://ClinicalTrials.gov/show/NCT04341870,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,16,NCT04348474,Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Ambulatory Patients With Mild COVID-19,NA,Suspended,No Results Available,Covid-19,Drug: Hydroxychloroquine Sulfate|Drug: Azithromycin Tablets,Change in Clinical Condition|Hospitalization|Rate of mortality within 28-days|Change in Clinical Condition related to comorbidity,Azidus Brasil,All,"18 Years and older   (Adult, Older Adult)",Early Phase 1,200,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HIAPRE0420OR,"April 20, 2020","June 30, 2020","July 31, 2020","April 16, 2020",NA,"April 22, 2020","Prevent Senior Private Operadora de Saúde LTDA., São Paulo, Brazil",NA,https://ClinicalTrials.gov/show/NCT04348474,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,17,NCT04336332,Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NA,Recruiting,No Results Available,SARS-CoV-2|COVID-19,Combination Product: Hydroxychloroquine Sulfate + Azithromycin|Drug: Hydroxychloroquine Sulfate,Changes in patients viral load|Second evaluation of changes in patients viral load|Symptom questionnaire|Fever assessment|Vital Signs - Body Temperature|Discharge|Recovery|Assessment of agent toxicity|Oropharynx swab sample collections|Blood Sample collections|Viral shedding assessment - nasopharyngeal secretions|Viral shedding assessment - serology|Cytokines in blood,"Rutgers, The State University of New Jersey",All,"18 Years and older   (Adult, Older Adult)",Phase 2,160,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,002011|Pro2020000712,"April 1, 2020","April 30, 2021","April 30, 2021","April 7, 2020",NA,"May 8, 2020","Saint Barnabas Medical Center, Livingston, New Jersey, United States|Monmouth Medical Center, Long Branch, New Jersey, United States|Morristown Medical Center, Morristown, New Jersey, United States|Robert Wood Johnson University Hopsital, New Brunswick, New Jersey, United States|Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|The University Hospital, Newark, New Jersey, United States|Overlook Hospital, Summit, New Jersey, United States",NA,https://ClinicalTrials.gov/show/NCT04336332,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,18,NCT04405921,"Hydroxychloroquine, Azithromycin in the Treatment of Covid-19",PACTT,Not yet recruiting,No Results Available,SARS-CoV-2 Pneumonia|COVID-19,Drug: Hydroxychloroquine 200 Mg Oral Tablet|Drug: Azithromycin 250 MG,"Clinical recovery at day-14, from the start of treatment.|Viral Clearance via RT-PCR at day 5- 7-10 and day 14",Centre Hôpital Universitaire Farhat Hached,All,"18 Years and older   (Adult, Older Adult)",Phase 3,200,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment",PACTT,July 2020,December 2020,March 2021,"May 28, 2020",NA,"June 4, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04405921,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,19,NCT04346693,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,NA,"Active, not recruiting",No Results Available,Acute Respiratory Tract Infection|Acute Respiratory Insufficiency|Pneumonia|Septic Shock|Hypoxemia,Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation.|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin inhalation|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection combined with Dalargin inhalation,The change of viral load in patients with SARS-COVID-19.|The frequency of development of Acute Respiratory Distress Syndrome (ADRS)|Duration of hospitalization|The frequency of early mortality|The frequency of late mortality|Clinical status at the time of completion of participation in the study,Burnasyan Federal Medical Biophysical Center,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 3,320,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,DAL-05-04-2020,"April 8, 2020",December 2020,December 2020,"April 15, 2020",NA,"May 27, 2020","Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation",NA,https://ClinicalTrials.gov/show/NCT04346693,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,20,NCT04329572,Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19,NA,Suspended,No Results Available,COVID-19,Drug: Hydroxychloroquine Sulfate|Drug: Azithromycin Tablets,"Evolution of acute respiratory syndrome, oxygen saturation hemodynamic stability|Viral load|Change in Clinical Condition|Evolution of Acute Respiratory Syndrome|Hospital discharge|Rate of mortality within 28-days",Azidus Brasil,All,"18 Years and older   (Adult, Older Adult)",Early Phase 1,400,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HIAPRE0320OR,"April 23, 2020","May 31, 2020","June 30, 2020","April 1, 2020",NA,"April 22, 2020","Prevent Senior Private Operadora de Saúde LTDA., São Paulo, Brazil",NA,https://ClinicalTrials.gov/show/NCT04329572,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,21,NCT04359953,"Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19",COVID-Aging,Not yet recruiting,No Results Available,COVID-19 Infection,Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Telmisartan,"Two-weeks survival rate|Rate of undetectable RT-PCR of SARS-CoV-2|Rate of death|Hypotension|Hypothermia and hyperthermia|Pneumonia severity according to WHO|Pneumonia severity according to PSI (Hung et al 2017)|Rate of no cough|Rate of no dyspnea|Rate of no fever|Rate of no requiring supplemental oxygen|Rate of SARS-Cov-2 undetectable|Recovery time|Critical admission rate|Mechanical ventilation rate|Changes in Activity of Daily Living (ADL) Activity of Daily Living)|Changes in Activity of Daily Living IADL (Instrumental Activity of Daily Living)|The number and dose of added corticosteroids, immonumodulators or immunosuppressants","University Hospital, Strasbourg, France",All,"60 Years and older   (Adult, Older Adult)",Phase 3,1600,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,7747,"April 24, 2020","June 1, 2021","June 1, 2021","April 24, 2020",NA,"April 24, 2020","CHU de Strasbourg, Strasbourg, France",NA,https://ClinicalTrials.gov/show/NCT04359953,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,22,NCT04358068,Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NA,Recruiting,No Results Available,COVID-19|SARS-CoV 2,Drug: Hydroxychloroquine (HCQ)|Drug: Azithromycin (Azithro)|Drug: Placebo for Hydroxychloroquine|Drug: Placebo for Azithromycin,"Proportion of participants who died from any cause or were hospitalized|Proportion of participants who died from any cause|Proportion of participants who died from any cause, or were hospitalized, or had an urgent visit to emergency room or clinic|Proportion of participants who died from any cause or were hospitalized through the end of follow-up|Proportion of participants who prematurely discontinue study treatment due to an adverse event|Proportion of participants who had any cardiac adverse events|Duration of fever|Duration of symptoms associated with COVID-19 disease|Participant-specific area under the curve (AUC) of the symptom score associated with COVID-19 disease over time|Time to self-reported return to usual (pre-COVID) health.|SARS-CoV-2 RNA detection status from self-collected nasal and site-collected NP swabs among subset|SARS-CoV-2 RNA level (continuous) from self-collected nasal and site-collected NP swabs among subset",National Institute of Allergy and Infectious Diseases (NIAID)|Teva Pharmaceuticals Industries LTD,All,"18 Years and older   (Adult, Older Adult)",Phase 2,2000,NIH|Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",ACTG A5395|38720,"May 1, 2020","October 9, 2020","March 5, 2021","April 22, 2020",NA,"June 9, 2020","Alabama CRS, Birmingham, Alabama, United States|UCLA CARE Center CRS, Los Angeles, California, United States|University of Southern California CRS, Los Angeles, California, United States|UCSD Antiviral Research Center CRS, San Diego, California, United States|Ucsf Hiv/Aids Crs, San Francisco, California, United States|Harbor-UCLA CRS, Torrance, California, United States|University of Colorado Hospital CRS, Aurora, Colorado, United States|Whitman-Walker Health CRS, Washington, District of Columbia, United States|The Ponce de Leon Center CRS, Atlanta, Georgia, United States|Northwestern University CRS, Chicago, Illinois, United States|Rush University CRS, Chicago, Illinois, United States|Massachusetts General Hospital CRS (MGH CRS), Boston, Massachusetts, United States|New Jersey Medical School Clinical Research Center CRS, Newark, New Jersey, United States|Weill Cornell Chelsea CRS, New York, New York, United States|Weill Cornell Uptown CRS, New York, New York, United States|University of Rochester Adult HIV Therapeutic Strategies Network CRS, Rochester, New York, United States|Chapel Hill CRS, Chapel Hill, North Carolina, United States|Greensboro CRS, Greensboro, North Carolina, United States|Cincinnati Clinical Research Site, Cincinnati, Ohio, United States|Case Clinical Research Site, Cleveland, Ohio, United States|Ohio State University CRS, Columbus, Ohio, United States|Penn Therapeutics, CRS, Philadelphia, Pennsylvania, United States|University of Pittsburgh CRS, Pittsburgh, Pennsylvania, United States|The Miriam Hospital Clinical Research Site (TMH CRS) CRS, Providence, Rhode Island, United States|Vanderbilt Therapeutics (VT) CRS, Nashville, Tennessee, United States|Trinity Health and Wellness Center CRS, Dallas, Texas, United States|University of Washington AIDS CRS, Seattle, Washington, United States|Puerto Rico AIDS Clinical Trials Unit CRS, San Juan, Puerto Rico",NA,https://ClinicalTrials.gov/show/NCT04358068,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,23,NCT04341207,Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease in French Cancer Patients,ONCOVID,Recruiting,No Results Available,Cancer & COVID 19,Drug: Hydroxychloroquine|Drug: Azithromycin,Prevalence and the 3-months incidence of SARS-CoV-2 in cancer patients|Covid-19 disease-specific mortality rate in cancer patients treated by hydroxychloroquine and azithromycin,"Gustave Roussy, Cancer Campus, Grand Paris",All,"18 Years and older   (Adult, Older Adult)",Phase 2,1000,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2020-001250-21|2020/3078,"April 3, 2020",April 2022,April 2022,"April 10, 2020",NA,"April 10, 2020","Gustave Roussy, Villejuif, Val De Marne, France",NA,https://ClinicalTrials.gov/show/NCT04341207,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,24,NCT04347512,EVALUATION OF THE EFFICACY OF THE HYDROXYCHLOROQUINE-AZITHROMYCIN COMBINATION IN THE IN THE PREVENTION OF COVID-19 RELATED SDRA,TEACHCOVID,Withdrawn,No Results Available,"Sars-CoV-2, Community-Acquired Pneumonia,COVID-19",Drug: Hydroxychloroquine and azithromycin treatment arm.|Drug: Hydroxychloroquine|Drug: Control arm,"Rate of patients reaching a significant hypoxemia, in each arms.","University Hospital, Strasbourg, France",All,"18 Years and older   (Adult, Older Adult)",Phase 3,0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,7783,"June 2, 2020","June 2, 2020","June 2, 2020","April 15, 2020",NA,"June 4, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04347512,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,25,NCT04392128,Study Evaluating the Efficacy of Hydroxychloroquine and Azithromycine in Patients With COVID-19 and Hematological Malignancies (HYACINTHE),HYACINTHE,Not yet recruiting,No Results Available,COVID19|Hematologic Malignancy,Drug: Hydroxychloroquine Sulfate 200 MG [Plaquenil]|Drug: Azithromycin 250 MG Oral Capsule|Drug: Placebo oral tablet|Drug: Placebo oral capsule,Evaluation of the efficacy of hydroxychloroquine and azithromyncine on the viral load drop at day 5.|Clinical evolution|Proportion of patients progressing to a severe form|Mortality|Evaluation of viral load drop|Tolerance of study treatment|Evaluation of the seroconversion|NK immunological study|Hospitalisation duration|Impact of the study treatment on the treatment of the hematological disease|Monitoring of the QT space|Dosage of residual concentration of azithromycine and hydroxychloroquine.|T immunological study,Institut de Cancerologie Strasbourg Europe,All,"18 Years and older   (Adult, Older Adult)",Phase 2,114,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2020-005|2020-002002-45,"May 12, 2020","December 31, 2020","January 31, 2021","May 18, 2020",NA,"May 20, 2020","Institut de Cancérologie Strasbourg Europe, Strasbourg, France",NA,https://ClinicalTrials.gov/show/NCT04392128,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,26,NCT04370782,Hydroxychloroquine and Zinc With Either Azithromycin or Doxycycline for Treatment of COVID-19 in Outpatient Setting,NA,Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Zinc Sulfate|Drug: Doxycycline,Time to Resolution of Symptoms relative to baseline (day 1 of trial)|Number of participants hospitalized and/or requiring repeat ER visits|ICU Length of Stay|Ventilator|Severity of symptoms|Number of participants with adverse events due to drug regimen|Number of participants with QTc prolongation >500ms,"St. Francis Hospital, New York",All,"30 Years and older   (Adult, Older Adult)",Phase 4,750,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,20-21,"April 28, 2020","September 30, 2020","December 31, 2020","May 1, 2020",NA,"May 18, 2020","St Francis Hospital, Roslyn, New York, United States",NA,https://ClinicalTrials.gov/show/NCT04370782,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,27,NCT04332094,"Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19",TOCOVID,Recruiting,No Results Available,COVID-19,Drug: Tocilizumab|Drug: Hydroxychloroquine|Drug: Azithromycin,In-hospital mortality|Need for mechanical ventilation in the Intensive Care Unit,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau|Instituto de Salud Carlos III,All,"18 Years and older   (Adult, Older Adult)",Phase 2,276,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IIBSP-COV-2020-23,"April 2, 2020",September 2020,October 2020,"April 2, 2020",NA,"April 7, 2020","Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",NA,https://ClinicalTrials.gov/show/NCT04332094,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,28,NCT04335552,"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",NA,Recruiting,No Results Available,SARS-CoV-2,Other: Standard of care|Drug: Hydroxychloroquine|Drug: Azithromycin,World Health Organization (WHO) ordinal scale measured at 14 days after enrollment|Rates of death during the index hospitalization|Number of days on mechanical ventilation for patients who were on mechanical ventilation at baseline|Proportion of patients not receiving mechanical ventilation at baseline who progress to requiring mechanical ventilation during the index hospitalization|WHO ordinal scale measured at 28 days after enrollment|Hospital length of stay in days for the index hospitalization|Rates of all-cause study medication discontinuation|Rates of severe adverse events,Duke University,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 2,500,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PRO00105339,"April 17, 2020","August 1, 2020","August 1, 2020","April 6, 2020",NA,"April 24, 2020","Duke Regional Hospital, Durham, North Carolina, United States|Duke University Hospital, Durham, North Carolina, United States|Durham VA Medical Center, Durham, North Carolina, United States|Duke Raleigh Hospital, Raleigh, North Carolina, United States",NA,https://ClinicalTrials.gov/show/NCT04335552,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,29,NCT04359316,Azithromycin in Hospitalized COVID-19 Patients,AIC,Not yet recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine|Drug: Azithromycin,Time to clinical improvement|Mortality|SpO2 Improvement|Incidence of new mechanical ventilation use|Duration of hospitalization|Cumulative incidence of serious adverse events,Shahid Beheshti University of Medical Sciences,All,"18 Years and older   (Adult, Older Adult)",Phase 4,40,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",Azithromycin in COVID-19,"April 20, 2020","May 3, 2020","May 5, 2020","April 24, 2020",NA,"April 24, 2020","Shahid Modarres Hospital, Shahid Beheshti University of Medical Sciences and Health Services, Tehran, Iran, Islamic Republic of",NA,https://ClinicalTrials.gov/show/NCT04359316,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,30,NCT04328272,Effectiveness of Hydroxychloroquine in Covid-19 Patients,Covid,Not yet recruiting,No Results Available,COVID19,Drug: Hydroxychloroquine 200 Mg Oral Tablet|Drug: Azithromycin 500Mg Oral Tablet|Dietary Supplement: Glucose tablets,National Early Warning Score equal to zero|C-reactive proteins|Lymphocyte Count|d-dimers,"Prof. Dr. Umar Farooq|Ayub Medical College, Abbottabad",All,18 Years to 50 Years   (Adult),Phase 3,75,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,Ath/ct101/22/3,"March 28, 2020","May 28, 2020","June 28, 2020","March 31, 2020",NA,"April 2, 2020","Ayub Teaching Institution, Abbottābād, K.p.k, Pakistan",NA,https://ClinicalTrials.gov/show/NCT04328272,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,31,NCT04374552,Asymptomatic COVID-19 Trial,ACT,Not yet recruiting,No Results Available,SARS-CoV-2 Infection,Drug: Hydroxychloroquine sulfate &Azithromycin|Drug: Placebo,The primary outcome is the rate of decline in viral load over the 10 days after randomization,"Rutgers, The State University of New Jersey",All,"20 Years and older   (Adult, Older Adult)",Phase 2,140,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",Pro2020000872,"May 5, 2020",November 2020,April 2021,"May 5, 2020",NA,"May 5, 2020","Robert Wood Johnson University Hospital, New Brunswick, New Jersey, United States",NA,https://ClinicalTrials.gov/show/NCT04374552,HCQ + Azithromycin
