title,nct_number,locations,lng,lat,drug,source,rank,acronym,status,study_results,conditions,interventions,outcome_measures,sponsor_collaborators,gender,age,phases,enrollment,funded_bys,study_type,study_designs,other_i_ds,start_date,primary_completion_date,completion_date,first_posted,results_first_posted,last_update_posted,study_documents,url,popuptext
Study of Open Label Losartan in COVID-19,NCT04335123,"University of Kansas Medical Center, Kansas City, Kansas, United States",-94.6113987,39.05634999999999,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,49,NA,Recruiting,No Results Available,COVID-19,Drug: Losartan,"Number of participants with treatment-related adverse events as assessed by protocol definition of AE|Number of days on supplemental oxygen in respiratory failure due to COVID-19|Incidence of mechanical ventilation use|Days on mechanical ventilation|Incidence of non-invasive positive pressure ventilation or heated high flow nasal cannula use|Days on non-invasive positive pressure ventilation or high flow nasal cannula|Incidence of transfer to ICU from non-ICU hospital bed|ICU length of stay (days)|30-day mortality rate|Hospital length of stay (days)|Cumulative incidence of severe adverse events|Cumulative incidence of adverse events|Change from baseline in oxygenation|Incidence of medications with possible antiviral activity (hydroxychloroquine, lopinavir/ritonavir, ribavirin or remdesivir) or adjunctive therapy use (e.g., tocilizumab)|Incidence (and length in days) of extracorporeal membrane oxygenation use|Incidence (and length in days) of renal replacement therapy use|Intolerance of high dose (50mg) losartan after tolerating 25mg",University of Kansas Medical Center,All,"18 Years and older   (Adult, Older Adult)",Phase 1,50,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,STUDY00145514,"March 25, 2020",September 2020,October 2020,"April 6, 2020",NA,"April 24, 2020",NA,https://ClinicalTrials.gov/show/NCT04335123,"<b>Study of Open Label Losartan in COVID-19</b><br /><i>Recruiting, n = 50</i><br />University of Kansas Medical Center, Kansas City, Kansas, United States"
Ultra Low Doses of Therapy With Radiation Applicated to COVID-19,NCT04394182,"Hospital La Milagrosa, GenesisCare, Madrid, Spain",-3.6959039,40.4369834,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,50,ULTRA-COVID,Recruiting,No Results Available,"Pneumonia, Viral|Cytokine Storm",Radiation: Ultra-Low-dose radiotherapy|Device: ventilatory support with oxygen therapy|Drug: Lopinavir/ritonavir|Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Piperacillin/tazobactam|Drug: Low molecular weight heparin|Drug: Corticosteroid injection|Drug: Tocilizumab,Oxygen Therapy Status at Day 2|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 2|Blood Gas Analysis at Day 2|Blood Test at Day 2|Oxygen Therapy Status at Day 5|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 5|Blood Test at Day 5|Oxygen Therapy Status at Day 7|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 7|Blood Test at Day 7|Change from baseline Total Severity Score (TSS) analyzed in a thoracic CT scan at Day 7|Recovery time|COVID-19 status|Change from baseline Total Severity Score (TSS) analyzed in a thoracic CT scan al Month 1|Acute Toxicity,Fundacion GenesisCare|Hospital La Milagrosa|Hospital Vithas Valencia Consuelo,All,"18 Years to 120 Years   (Adult, Older Adult)",Not Applicable,15,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,20.4.1597-GHM,"April 21, 2020","December 31, 2020","April 21, 2021","May 19, 2020",NA,"May 19, 2020",NA,https://ClinicalTrials.gov/show/NCT04394182,"<b>Ultra Low Doses of Therapy With Radiation Applicated to COVID-19</b><br /><i>Recruiting, n = 15</i><br />Hospital La Milagrosa, GenesisCare, Madrid, Spain"
Ultra Low Doses of Therapy With Radiation Applicated to COVID-19,NCT04394182,"Hospital Vithas Valencia Consuelo, Valencia, Spain",-0.3867362,39.4607499,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,50,ULTRA-COVID,Recruiting,No Results Available,"Pneumonia, Viral|Cytokine Storm",Radiation: Ultra-Low-dose radiotherapy|Device: ventilatory support with oxygen therapy|Drug: Lopinavir/ritonavir|Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Piperacillin/tazobactam|Drug: Low molecular weight heparin|Drug: Corticosteroid injection|Drug: Tocilizumab,Oxygen Therapy Status at Day 2|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 2|Blood Gas Analysis at Day 2|Blood Test at Day 2|Oxygen Therapy Status at Day 5|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 5|Blood Test at Day 5|Oxygen Therapy Status at Day 7|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 7|Blood Test at Day 7|Change from baseline Total Severity Score (TSS) analyzed in a thoracic CT scan at Day 7|Recovery time|COVID-19 status|Change from baseline Total Severity Score (TSS) analyzed in a thoracic CT scan al Month 1|Acute Toxicity,Fundacion GenesisCare|Hospital La Milagrosa|Hospital Vithas Valencia Consuelo,All,"18 Years to 120 Years   (Adult, Older Adult)",Not Applicable,15,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,20.4.1597-GHM,"April 21, 2020","December 31, 2020","April 21, 2021","May 19, 2020",NA,"May 19, 2020",NA,https://ClinicalTrials.gov/show/NCT04394182,"<b>Ultra Low Doses of Therapy With Radiation Applicated to COVID-19</b><br /><i>Recruiting, n = 15</i><br />Hospital Vithas Valencia Consuelo, Valencia, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. Jerez de la Frontera, Jerez de la Frontera, Cádiz, Spain",-6.1486211,36.699219,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. Jerez de la Frontera, Jerez de la Frontera, Cádiz, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. Puerto Real, Puerto Real, Cádiz, Spain",-6.1515222,36.5200097,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. Puerto Real, Puerto Real, Cádiz, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital Costa del Sol, Marbella, Málaga, Spain",-4.827745,36.5079652,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital Costa del Sol, Marbella, Málaga, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. Torrecárdenas, Almería, Spain",-2.4411846,36.8626932,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. Torrecárdenas, Almería, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. Puerta del Mar, Cádiz, Spain",-6.278229899999999,36.5089533,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. Puerta del Mar, Cádiz, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. Virgen de las Nieves, Granada, Spain",-3.6099419,37.1885496,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. Virgen de las Nieves, Granada, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. San Cecilio, Granada, Spain",-3.6050952,37.1466315,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. San Cecilio, Granada, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital Juan Ramón Jiménez, Huelva, Spain",-6.926966999999999,37.2798933,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital Juan Ramón Jiménez, Huelva, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital Regional U. de Málaga, Málaga, Spain",-4.4498416,36.7231736,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital Regional U. de Málaga, Málaga, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital U. Virgen de la Victoria, Málaga, Spain",-4.4780498,36.7183379,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital U. Virgen de la Victoria, Málaga, Spain"
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,NCT04366245,"Hospital Unversitario Virgen Macarena, Sevilla, Spain",-5.986478,37.4065718,Tocilizumab,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-tocilizumab.csv,51,NA,Recruiting,No Results Available,SARS-CoV 2,Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection,"Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.",Andalusian Network for Design and Translation of Advanced Therapies,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PC/COVID-19,"April 23, 2020",December 2021,December 2021,"April 28, 2020",NA,"June 5, 2020",NA,https://ClinicalTrials.gov/show/NCT04366245,"<b>Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection</b><br /><i>Recruiting, n = 72</i><br />Hospital Unversitario Virgen Macarena, Sevilla, Spain"
