Clinical Trial Title,,lng,lat,Drug
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,144.9819197,-37.8456704,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,144.95617,-37.7989153,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,11.4041024,47.2692124,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,14.305467,48.303292,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,16.3507732,48.1741674,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,4.345909,50.8344868,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,3.7261488,51.0243757,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,5.3422505,50.9101853,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,3.2657973,50.8006544,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,4.6743355,50.8785917,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,5.5670127,50.5725359,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,4.4390186,50.4307688,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-79.7616899,43.6688351,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-75.7214357,45.3925787,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,33.3770175,35.1275993,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,14.421015,50.0733909,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,14.3426023,50.0737696,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,14.4640562,50.1153757,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,12.5667877,55.6960841,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,24.7010389,59.3983667,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,25.2796514,54.6871555,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,2.425341,48.915811,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-4.5283949,48.4015109,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,3.0914286,45.7592004,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.337097,48.0755629,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,2.4563603,48.6205823,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,2.1706494,48.838653,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,1.9206942,47.8361644,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,0.3849052,46.5589271,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,1.1103553,49.4404649,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.2299565,51.4917894,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,13.7765193,51.0544932,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,6.9890087,51.4364493,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.8394874,48.0058642,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,9.9439393,51.5505609,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,9.8049569,52.3835661,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,8.67066,49.41288,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.3458226,49.3064546,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,12.11875,49.0073861,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,9.953425,49.7943468,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,21.7950459,38.2945759,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,23.0448787,40.6310278,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,21.6087213,47.5328052,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-21.9273956,64.1384022,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-9.6886432,52.2652569,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,35.185261,31.773199,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,34.8817607,32.0791871,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,34.842852,32.04671,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,13.4538759,43.6026491,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,16.86185,41.1120624,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,11.3628626,44.4917102,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,11.2470215,43.8072546,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,8.9696536,44.4079103,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,9.2586677,45.6024956,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,14.2207009,40.8677625,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,10.395631,43.7217638,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.6742345,45.0413899,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,5.8611812,51.8235728,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,4.2633732,52.0556288,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,19.9530916,50.0619877,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,16.9307591,52.4062862,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,19.0076319,50.1138509,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-9.1425133,38.7222155,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-8.6195355,41.1472269,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-8.6015912,41.1812498,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,26.1139908,44.4552889,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,27.5843775,47.170543,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,21.2554657,48.7078402,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,14.5216619,46.0541576,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,15.6487876,46.5517074,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,2.2378635,41.4810618,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-3.6724986,40.4185038,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-5.8273198,43.3760877,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,2.6459085,39.6075129,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-5.6754372,40.9637872,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-1.969499,43.292855,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-16.2856164,28.4480627,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-4.0348853,39.8715417,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-4.7196729,41.6556947,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-0.9003394,41.6354811,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,8.0600175,47.3890743,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.5830579,47.5621796,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,7.2445793,47.1468069,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,9.5387292,46.8640364,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,6.6424293,46.5249174,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,8.2974611,47.0576832,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-3.1902577,51.5067958,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-0.0588687,51.5178708,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-0.1086417,51.4928419,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-0.1752284,51.426563,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-1.4344979,50.9331825,Remdesivir
Study of Merimepodib in Combination With Remdesivir in Adult Patients With Advanced COVID-19,,-111.9544986,33.6583608,Remdesivir
Study of Merimepodib in Combination With Remdesivir in Adult Patients With Advanced COVID-19,,-81.4451456,30.2626481,Remdesivir
Study of Merimepodib in Combination With Remdesivir in Adult Patients With Advanced COVID-19,,-92.4668833,44.0226255,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-117.024154,32.6172649,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-90.1139717,30.0206297,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-93.7608764,32.4807365,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-71.0731311,42.3344959,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-72.6037013,42.1216158,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-74.1752203,40.7443458,Remdesivir
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-111.87937,40.778402,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-86.8039601,33.503198,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-117.225354,32.878285,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-118.4466758,34.065656,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-117.8891443,33.7885817,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-122.1402524,37.405063,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-122.1743078,37.4379735,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-121.4567734,38.5561515,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-117.1455806,32.7263636,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-122.4050025,37.7561796,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-118.381347,34.0767527,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-104.8298306,39.7428484,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-104.9904527,39.7265475,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-82.3497282,29.6375743,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-84.278597,33.790841,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-84.3115191,33.8016027,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-87.623185,41.8947452,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-87.672656,41.8705427,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-90.0846281,29.9613085,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-76.625715,39.2889604,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-76.5927362,39.2967385,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-77.0938454,39.0016164,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-77.1043789,39.0025272,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-71.0688334,42.3631542,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-71.7632542,42.2777464,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-93.2311679,44.9711356,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-90.231968,38.633482,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-95.9759165,41.2548549,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-73.8797647,40.8801514,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-73.9740737,40.7493378,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-77.6269403,43.1230503,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-78.9430478,36.0076689,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-76.6745953,40.2643934,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-75.192598,39.9476279,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-86.8004882,36.1424588,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-96.8451734,32.8157077,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-98.4167342,29.4597886,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-94.7786557,29.3113831,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-95.396499,29.7105296,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-98.5753521,29.5074654,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-78.5004851,38.0344004,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-76.3046348,36.8437973,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-122.1786164,47.715878,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-117.4133073,47.6488744,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-122.55207,47.1097586,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,139.716339,35.7016562,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,126.9975506,37.5787082,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-99.1553977,19.2891535,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,-99.1590142,19.2921803,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,103.7834994,1.2922814,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,103.8472413,1.3221188,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,103.9495701,1.3401915,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),,103.7453915,1.3337448,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-113.9839451,51.0789832,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-114.1334883,51.0652154,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-114.0974163,50.9903099,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-113.9518929,50.8819537,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-113.5232015,53.5207634,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-123.0967667,49.2673536,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-123.1280047,49.2806332,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-123.3279138,48.4327191,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-123.4330644,48.4665044,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-79.7743193,43.2218746,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-81.2548309,43.0009154,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-81.2745418,43.0124531,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-81.22543,42.960029,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-75.6478786,45.4007275,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-75.6394863,45.4461659,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-75.7214357,45.3925787,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-75.8076141,45.3349843,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-79.3627441,43.7690968,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-79.3756596,43.7224812,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-79.4052302,43.6534793,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-73.5574486,45.5112735,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-73.6015785,45.4732623,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-71.2107848,46.8152117,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-71.2977055,46.7790343,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,,-71.880256,45.407037,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-86.8039601,33.503198,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-117.225354,32.878285,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-118.4466758,34.065656,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-117.8891443,33.7885817,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-122.1402524,37.405063,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-122.1743078,37.4379735,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-121.4567734,38.5561515,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-117.1455806,32.7263636,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-122.4050025,37.7561796,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-118.381347,34.0767527,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-104.9904527,39.7265475,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-84.278597,33.790841,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-87.623185,41.8947452,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-87.672656,41.8705427,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-90.0846281,29.9613085,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-76.625715,39.2889604,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-76.5927362,39.2967385,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-77.0938454,39.0016164,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-77.1043789,39.0025272,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-71.0688334,42.3631542,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-71.7632542,42.2777464,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-93.2311679,44.9711356,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-90.231968,38.633482,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-95.9759165,41.2548549,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-73.8797647,40.8801514,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-73.9740737,40.7493378,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-77.6269403,43.1230503,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-78.9430478,36.0076689,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-76.6745953,40.2643934,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-75.1928899,39.9470802,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-86.8004882,36.1424588,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-98.4167342,29.4597886,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-94.7786557,29.3113831,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-95.396499,29.7105296,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-98.5753521,29.5074654,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-78.5004851,38.0344004,Remdesivir
