Clinical Trial Title,NCT number,Trial Locations,lng,lat,Drug
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hôpital Civil Marie Curie, Lodelinsart, Belgium",4.4390186,50.4307688,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"William Osler Health System, Brampton, Ontario, Canada",-79.7616899,43.6688351,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"The Ottowa Hospital, Ottawa, Ontario, Canada",-75.7214357,45.3925787,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Nicosia General Hospital, Nicosia, Cyprus",33.3770175,35.1275993,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Všeobecná fakultní nemocnice v Praze, Prague, Czechia",14.421015,50.0733909,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Eticka komise pro multicentircke klinicke hodnoceni Fakultni nemocnice v Motole, Praha 5, Czechia",14.3426023,50.0737696,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Nemocnice Na Bulovce, Praha 8, Czechia",14.4640562,50.1153757,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Rigshospitalet, Copenhagen, Denmark",12.5667877,55.6960841,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Põhja-Eesti Regionaalhaigla, Tallinn, Estonia",24.7010389,59.3983667,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Vilnius University, Tartu, Estonia",25.2796514,54.6871555,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hopital Avicenne, Bobigny, France",2.4250233,48.9158686,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Regional Universitaire Brest Hôpital de la Cavale Blanche à Brest, Brest Cedex, France",-4.5283949,48.4015109,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Universitaire Gabriel-Montpied, Clermont Ferrand, France",3.0914286,45.7592004,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hôpitaux Civils de Colmar, Colmar, France",7.337097,48.0755629,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Sud Francilien, Corbeil Essonnes, France",2.4563603,48.6205823,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hôpital Raymond Poincaré, Garches, France",2.1706494,48.838653,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Régional d'Orléans, Orléans, France",1.9206942,47.8361644,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Universitaire de Poitiers, Poitiers, France",0.3849052,46.5589271,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hôpital Charles-Nicolle, Rouen, France",1.1070767,49.4409351,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Saint Josef Hospital Ruhr Universitaet Bochum, Bochum, Germany",7.2299565,51.4917894,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Universitätsklinikum Carl Gustav Carus Dresden, Dresden, Germany",13.7765193,51.0544932,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Universitatsklinikum, Essen, Germany",6.9890087,51.4364493,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Universitätsklinikum Freiburg, Freiburg, Germany",7.8394874,48.0058642,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Universitätsmedizin Göttingen, Göttingen, Germany",9.9439393,51.5505609,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Medizinische Hochschule Hannover, Hannover, Germany",9.8049569,52.3835661,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Universitätsklinikum Heidelberg, Heidelberg, Germany",8.67066,49.41288,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Universitätsklinikum des Saarlandes, Homburg, Germany",7.3458226,49.3064546,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Caritas-Krankenhaus St. Josef, Regensburg, Germany",12.11875,49.0073861,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Klinikum Würzburg Mitte, Würzburg, Germany",9.953425,49.7943468,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"University General Hospital of Patras Panagia I Voithia, Patra, Greece",21.7950459,38.2945759,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"General Hospital of Thessaloniki George Papanikolaou, Thessaloniki, Greece",23.0448787,40.6310278,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Kenézy Gyula Kórház És Rendelőintézet, Debrecen, Hungary",21.6087213,47.5328052,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Landspítali, Reykjavik, Iceland",-21.9273956,64.1384022,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Kerry University Hospital, Tralee, Ireland",-9.6886432,52.2652569,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Shaare Zedek Medical Center, Jerusalem, Israel",35.185261,31.773199,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hasharon Hospital, Petah Tikva, Israel",34.8817607,32.0791871,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Sheba Medical Center at Tel Hashomer, Ramat Gan, Israel",34.842852,32.04671,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona, Ancona, Italy",13.4547895,43.6019431,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Universitaria Ospedaliera Consorziale - Policlinico di Bari, Bari, Italy",16.86185,41.1120624,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Ospedaliero Universitaria, Bologna, Italy",11.3628626,44.4917102,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Presidio Ospedaliero Garibaldi-Nesima, Catania, Italy",15.0431833,37.5114616,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Ospedaliero - Universitaria Careggi, Florence, Italy",11.2470215,43.8072546,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Ospedale Policlinico San Martino, Genova, Italy",8.9696536,44.4079103,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Ospedale San Gerardo di Monza, Monza, Italy",9.2586677,45.6024956,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Ospedaliera dei Colli, Napoli, Italy",14.2207009,40.8677625,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Ospedaliero-Universitaria Pisana, Pisa, Italy",10.395631,43.7217638,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Azienda Ospedaliero Universitaria, Turin, Italy",7.6742345,45.0413899,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Radboud Universitair Medisch Centrum, Nijmegen, Netherlands",5.8611812,51.8235728,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"HagaZiekenhuis, The Hague, Netherlands",4.2633732,52.0556288,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Szpital Uniwersytecki w Krakowie, Krakow, Poland",19.9530916,50.0619877,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Wojewódzki Specjalistyczny Szpital im. dr. Wł. Biegańskiego, Lodz, Poland",19.4373736,51.8008301,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Wielospecjalistyczny Szpital Miejski Im Józefa Strusia Zakład Opiekuńczo Leczniczy, Poznan, Poland",16.9307591,52.4062862,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Wojewódzki Szpital Specjalistyczny Megrez Sp. z o.o., Tychy, Poland",19.0076319,50.1138509,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centro Hospitalar Universitário de Lisboa Central - Hospital Curry Cabral, Lisboa, Portugal",-9.1425133,38.7222155,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centro Hospitalar Universitário do Porto E.P.E., Porto, Portugal",-8.6195355,41.1472269,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centro Hospitalar Universitário De São João, Porto, Portugal",-8.6015062,41.1810922,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Institutul National de Boli Infectioase Prof. Dr. Matei Bals, Bucharest, Romania",26.1139908,44.4552889,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Spitalul Clinic de Boli Infecţioase Sfânta Parascheva Iaşi, Iasi, Romania",27.5843775,47.170543,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Clinical hospital for infectious disease, Timisoara, Romania",21.2086793,45.7488716,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Univerzitná Nemocnica L. Pasteura Košice - Pracovisko Rastislavova 43, Košice, Slovakia",21.2554657,48.7078402,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Univerzitetni Klinicni Center Ljubljana, Ljubljana, Slovenia",14.5216619,46.0541576,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Univerzitetni Klinicni Center Maribor, Maribor, Slovenia",15.6487876,46.5517074,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitari Germans Trias i Pujol, Badalona, Spain",2.2378635,41.4810618,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital General Universitario Gregorio Maranon, Madrid, Spain",-3.6724986,40.4185038,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Central de Asturias, Oviedo, Spain",-5.8273198,43.3760877,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Son Espases, Palma de Mallorca, Spain",2.6459085,39.6075129,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Clinico Universitario de Salamanca, Salamanca, Spain",-5.6754372,40.9637872,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Donostia, San Sebastian, Spain",-1.969499,43.292855,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Virgen De La Salud, Santa Cruz de Tenerife, Spain",-16.2856164,28.4480627,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Virgen De La Salud, Toledo, Spain",-4.0348853,39.8715417,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Clinico Universitario de Valladolid, Valladolid, Spain",-4.7196729,41.6556947,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Hospital Universitario Miguel Servet, Zaragoza, Spain",-0.8999641,41.6339107,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Kantonsspital Aarau, Aarau, Switzerland",8.0600175,47.3890743,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"University Hospital Basel, Basel, Switzerland",7.5830579,47.5621796,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Spitalzentrum Biel, Biel, Switzerland",7.2445793,47.1468069,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Kantonsspital Graubünden, Chur, Switzerland",9.5387292,46.8640364,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Centre Hospitalier Universitaire Vaudois Lausanne, Lausanne, Switzerland",6.6424293,46.5249174,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Luzerner Kantonsspital, Luzern, Switzerland",8.2974611,47.0576832,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"University Hospital of Wales, Cardiff and Vale NHS Trust, Cardiff, United Kingdom",-3.1902577,51.5067958,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Barts Health NHS Trust, London, United Kingdom",-0.0588687,51.5178708,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom",-0.1086417,51.4928419,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"St. George's Hospital, London, United Kingdom",-0.1752284,51.426563,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),NCT04323761,"Southampton University Hospital, Southampton, United Kingdom",-1.4344979,50.9331825,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Alabama at Birmingham School of Medicine - Infectious Disease, Birmingham, Alabama, United States",-86.8039601,33.503198,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of California San Diego Health - Jacobs Medical Center, La Jolla, California, United States",-117.225354,32.878285,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of California Los Angeles Medical Center - Westwood Clinic, Los Angeles, California, United States",-118.4466758,34.065656,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of California Irvine Medical Center - Infectious Disease, Orange, California, United States",-117.8887236,33.7871702,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"VA Palo Alto Health Care System - Infectious Diseases, Palo Alto, California, United States",-122.1402524,37.405063,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Stanford University - Stanford Hospital and Clinics - Pediatrics - Infectious Diseases, Palo Alto, California, United States",-122.1743078,37.4379735,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of California Davis Medical Center - Internal Medicine - Infectious Disease, Sacramento, California, United States",-121.4567734,38.5561515,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Naval Medical Center San Diego - Infectious Disease Clinic, San Diego, California, United States",-117.1455806,32.7263636,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of California San Francisco - Zuckerberg San Francisco General Hospital - Division of Human Immunodeficiency Virus, Infectious Disease, and Global Medicine, San Francisco, California, United States",-122.4050025,37.7561796,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Cedars Sinai Medical Center, West Hollywood, California, United States",-118.3801756,34.075232,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Rocky Mountain Regional Veteran Affairs Medical Center - Department of Infectious Diseases, Aurora, Colorado, United States",-104.8298306,39.7428484,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Denver Health Division of Hospital Medicine - Main Campus, Denver, Colorado, United States",-104.9910801,39.7282404,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Florida Health - Shands Hospital - Division of Infectious Diseases and Global Medicine, Gainesville, Florida, United States",-82.3497282,29.6375743,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Emory Vaccine Center - The Hope Clinic, Decatur, Georgia, United States",-84.278597,33.790841,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Atlanta VA Medical Center - Infectious Diseases Clinic, Decatur, Georgia, United States",-84.3115191,33.8016027,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Northwestern Hospital - Infectious Disease, Chicago, Illinois, United States",-87.623185,41.8947452,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Illinois at Chicago College of Medicine - Division of Infectious Diseases, Chicago, Illinois, United States",-87.672656,41.8705427,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Southeast Louisiana Veterans Health Care System (SLVHCS) - Section of Infectious Diseases, New Orleans, Louisiana, United States",-90.0846281,29.9613085,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Maryland School of Medicine - Center for Vaccine Development - Baltimore, Baltimore, Maryland, United States",-76.625715,39.2889604,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Johns Hopkins Hospital - Medicine - Infectious Diseases, Baltimore, Maryland, United States",-76.5927362,39.2967385,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Walter Reed National Military Medical Center, Bethesda, Maryland, United States",-77.0938454,39.0016164,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"National Institutes of Health - Clinical Center, National Institute of Allergy and Infectious Diseases Laboratory Of Immunoregulation, Clinical Research Section, Bethesda, Maryland, United States",-77.1043789,39.0025272,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Massachusetts General Hospital - Infectious Diseases, Boston, Massachusetts, United States",-71.0688334,42.3631542,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Massachusetts Medical School - Infectious Diseases and Immunology, Worcester, Massachusetts, United States",-71.7632542,42.2777464,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Minnesota Medical Center, Fairview - Infectious Diseases and International Medicine, Minneapolis, Minnesota, United States",-93.2311679,44.9711356,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Saint Louis University - Center for Vaccine Development, Saint Louis, Missouri, United States",-90.231968,38.633482,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Nebraska Medical Center - Infectious Diseases, Omaha, Nebraska, United States",-95.9759165,41.2548549,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Montefiore Medical Center - Infectious Diseases, Bronx, New York, United States",-73.8797647,40.8801514,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"New York University School of Medicine - Langone Medical Center - Microbiology - Parasitology, New York, New York, United States",-73.9740737,40.7493378,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Rochester Medical Center - Vaccine Research Unit, Rochester, New York, United States",-77.6269403,43.1230503,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Duke Human Vaccine Institute - Duke Vaccine and Trials Unit, Durham, North Carolina, United States",-78.9430478,36.0076689,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Penn State Health Milton S. Hershey Medical Center - Division of Infectious Diseases, Hershey, Pennsylvania, United States",-76.6745953,40.2643934,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Pennsylvania Perelman School of Medicine - Penn Institute for Immunology, Philadelphia, Pennsylvania, United States",-75.192598,39.9476279,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Vanderbilt University Medical Center - Infectious Diseases, Nashville, Tennessee, United States",-86.8004882,36.1424588,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Texas Southwestern Medical Center - Internal Medicine - Infectious Diseases, Dallas, Texas, United States",-96.8451734,32.8157077,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Brooke Army Medical Center, Fort Sam Houston, Texas, United States",-98.4167342,29.4597886,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Texas Medical Branch - Division of Infectious Disease, Galveston, Texas, United States",-94.7786557,29.3113831,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Baylor College of Medicine - Molecular Virology and Microbiology, Houston, Texas, United States",-95.396499,29.7105296,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Texas Health Science Center at San Antonio - Infectious Diseases, San Antonio, Texas, United States",-98.5753521,29.5074654,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"University of Virginia - Acute Care Surgery, Charlottesville, Virginia, United States",-78.5004851,38.0344004,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Naval Medical Center Portsmouth - Infectious Disease Division, Portsmouth, Virginia, United States",-76.3046348,36.8437973,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"EvergreenHealth Infectious Disease Service, Kirkland, Washington, United States",-122.1786164,47.715878,Remdesivir
