"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
45,"NCT02735707","Randomized, Embedded, Multifactorial Adaptive Platform Trial for Community- Acquired Pneumonia","REMAP-CAP","Recruiting","No Results Available","Community-acquired Pneumonia, Influenza, COVID-19","Drug: Fixed-duration Hydrocortisone|Drug: Shock-dependent hydrocortisone|Drug: Ceftriaxone|Drug: Moxifloxacin or Levofloxacin|Drug: Piperacillin-tazobactam|Drug: Ceftaroline|Drug: Amoxicillin-clavulanate|Drug: Macrolide administered for 3-5 days|Drug: Macrolide administered for up to 14 days|Drug: Five-days oseltamivir|Drug: Ten-days oseltamivir|Drug: Lopinavir/ritonavir|Drug: Hydroxychloroquine|Drug: Hydroxychloroquine + lopinavir/ritonavir|Drug: Interferon-β1a|Drug: Anakinra|Drug: Fixed-duration higher dose Hydrocortisone|Drug: Tocilizumab|Drug: Sarilumab","All-cause mortality|Days alive and outside of ICU|ICU Mortality|ICU length of stay|Hospital length of stay|Ventilator free days|Organ failure free days|Health-related Quality of life assessment|Proportion of intubated patients who receive a tracheostomy|Destination at time of hospital discharge|Readmission to the index ICU during the index hospitalization|World Health Organisation 8-point ordinal scale outcome","MJM Bonten|Australian and New Zealand Intensive Care Research Centre|Medical Research Institute of New Zealand|Unity Health|Berry Consultants|Global Coalition for Adaptive Research|University of Pittsburgh Medical Center|UMC Utrecht","All","18 Years and older   (Adult, Older Adult)","Phase 4","7100","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","U1111-1189-1653|2015-002340-14|602525|16/631|APP1101719|158584","April 11, 2016","December 2021","December 2023","April 13, 2016",,"April 16, 2020","St Vincent's Hospital Sydney, Sydney, New South Wales, Australia|Royal Prince Alfred Hospital, Sydney, New South Wales, Australia|Royal North Shore Hospital, Sydney, New South Wales, Australia|Nepean Hospital, Sydney, New South Wales, Australia|Wollongong Hospital, Sydney, New South Wales, Australia|Royal Darwin Hospital,, Darwin, Northern Territory, Australia|Sunshine Coast University Hospital, Birtinya, Queensland, Australia|Princess Alexandra Hospital, Brisbane, Queensland, Australia|Logan Hospital, Brisbane, Queensland, Australia|Toowoomba Hospital, Toowoomba, Queensland, Australia|The Queen Elizabeth Hospital, Adelaide, South Australia, Australia|Bendigo Hospital, Bendigo, Victoria, Australia|University Hosptial Geelong, Geelong, Victoria, Australia|The Alfred Hospital, Melbourne, Victoria, Australia|Royal Melbourne Hospital, Melbourne, Victoria, Australia|St Vincent's Hospital Melbourne, Melbourne, Victoria, Australia|Royal Perth Hospital, Perth, Western Australia, Australia|Sir Charles Gairdner Hospital, Perth, Western Australia, Australia|St John of God Hospital Midland, Perth, Western Australia, Australia|Fiona Stanley Hospital, Perth, Western Australia, Australia|St John of God Hospital Murdoch, Perth, Western Australia, Australia|AZ Sint-Jan, Brugge, Belgium|CHU de Charleroi - Hôpital Civil Marie Curie, Charleroi, Belgium|Universitair Ziekenhuis Antwerp, Edegem, Belgium|Universitair Ziekenhuis Gent, Gent, Belgium|St. Joseph's Healthcare Hamilton, Hamilton, Canada|Centre Hospitalier de l'Université de Sherbrooke, Sherbrooke, Canada|St. Michael's Hospital Unity Health Toronto, Toronto, Canada|General County Hospital Požega, Požega, Croatia|University Hospital Centre Zagreb, Zagreb, Croatia|University Hospital for Infectious Diseases, Zagreb, Croatia|Charité - Universitätsmedizin Berlin - Infektiologie und Pneumologie, Berlin, Germany|Charité - Universitätsmedizin Berlin - Nephrologie, Berlin, Germany|Vivantes Klinikum Neukölln, Berlin, Germany|Universitätsklinikum Köln, Cologne, Germany|Universitätsklinikum Frankfurt, Frankfurt, Germany|University Medical Center Hamburg-Eppendorf (UKE), Hamburg, Germany|Medizinische Hochschule Hannover, Hannover, Germany|Universitätsklinikum Jena, Jena, Germany|Universitätsklinikum Leipzig, Leipzig, Germany|Universitäts Klinikum Tübingen, Tübingen, Germany|Universitätsklinikum Würzburg, Würzburg, Germany|Jósa András County Hospital, Nyíregyháza, Hungary|Csolnoky Ferenc Kórház - Veszprem County Hospital, Veszprém, Hungary|Almási Balogh Pál Kórház, Ózd, Hungary|Beaumont Hospital, Dublin, Ireland|St. Vincent's University Hospital, Dublin, Ireland|University Hospital Galway, Galway, Ireland|Meander Medisch Centrum, Amersfoort, Netherlands|Jeroen Bosch Ziekenhuis, Den Bosch, Netherlands|Martini Hospital Groningen, Groningen, Netherlands|University Medical Center Groningen, Groningen, Netherlands|Leiden University Medical Center, Leiden, Netherlands|Canisius Wilhelmina Ziekenhuis, Nijmegen, Netherlands|Radboud University Medical Center, Nijmegen, Netherlands|University Medical Center Utrecht, Utrecht, Netherlands|North Shore Hospital, Auckland, New Zealand|CVICU, Auckland City Hospital, Auckland, New Zealand|DCCM, Auckland City Hospital, Auckland, New Zealand|Middlemore Hospital, Auckland, New Zealand|Christchurch Hospital, Christchurch, New Zealand|Waikato Hospital, Hamilton, New Zealand|Rotorua Hospital, Rotorua, New Zealand|Tauranga Hospital, Tauranga, New Zealand|Wellington Regional Hospital, Wellington, New Zealand|Whangarei Hospital, Whangarei, New Zealand|Centro Hospitalar do Medio Tejo, Abrantes, Portugal|Hospital Lusíadas Lisbon, Lisboa, Portugal|Clinical Hospital of Infectious and Tropical Diseases ""Dr. Victor Babes"", Bucharest, Romania|Institut Hospital del Mar d'Investigacions Mèdiques, Barcelona, Spain|Hospital Universitario Reina Sofia, Córdoba, Spain|Basingstoke and North Hampshire Hospital, Basingstoke, United Kingdom|Southmead Hospital, Bristol, United Kingdom|University Hospital Coventry, Coventry, United Kingdom|Darlington Memorial Hospital, Darlington, United Kingdom|University Hospital of North Durham, Durham, United Kingdom|Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom|Maidstone Hospital - Maidstone and Tunbridge Wells NHS Trust, Maidstone, United Kingdom|The James Cook University Hospital, Middlesbrough, United Kingdom|Milton Keynes University Hospital, Milton Keynes, United Kingdom|Northampton General Hospital, Northampton, United Kingdom|Queen's Medical Centre - Nottingham University Hospitals NHS Trust, Nottingham, United Kingdom|Poole Hospital NHS Foundation Trust, Poole, United Kingdom|Queen Alexandra Hospital - Portsmouth Hospitals NHS Trust, Portsmouth, United Kingdom|Royal Berkshire Hospital, Reading, United Kingdom|University Hospital of North Tees, Stockton-on-Tees, United Kingdom|Royal Cornwall Hospital, Truro, United Kingdom|Tunbridge Wells Hospital - Maidstone and Tunbridge Wells NHS Trust, Tunbridge Wells, United Kingdom|York Hospital, York, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02735707"
46,"NCT04349410","The Fleming [FMTVDM] Directed CoVid-19 Treatment Protocol","FMTVDM","Enrolling by invitation","No Results Available","CoVid 19 Positive","Drug: Hydroxychloroquine, Azithromycin|Drug: Hydroxychloroquine, Doxycycline|Drug: Hydroxychloroquine, Clindamycin|Drug: Hydroxychloroquine, Clindamycin, Primaquine - low dose.|Drug: Hydroxychloroquine, Clindamycin, Primaquine - high dose.|Drug: Remdesivir|Drug: Tocilizumab|Drug: Methylprednisolone|Drug: Interferon-Alpha2B|Drug: Losartan|Drug: Convalescent Serum","Improvement in FMTVDM Measurement with nuclear imaging.|Ventilator status|Survival status","The Camelot Foundation","All","Child, Adult, Older Adult","Phase 2|Phase 3","500","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","FMTVDM2020","April 11, 2020","October 11, 2020","November 11, 2020","April 16, 2020",,"April 17, 2020","FHHI-OI-Camelot; QME, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT04349410"
47,"NCT04374539","Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial","REP-COVID","Recruiting","No Results Available","Coronavirus","Biological: Plasma exchange|Drug: Standar medical treatmen","Impact of plasma exchange","Fundacion Clinic per a la Recerca Biomédica","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","116","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-001722-66","April 29, 2020","May 5, 2021","August 29, 2021","May 5, 2020",,"May 5, 2020","Hospital Clinic i Provincial de Barcelona, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT04374539"
48,"NCT04346693","An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19",,"Active, not recruiting","No Results Available","Acute Respiratory Tract Infection|Acute Respiratory Insufficiency|Pneumonia|Septic Shock|Hypoxemia","Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation.|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin inhalation|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection combined with Dalargin inhalation","The change of viral load in patients with SARS-COVID-19.|The frequency of development of Acute Respiratory Distress Syndrome (ADRS)|Duration of hospitalization|The frequency of early mortality|The frequency of late mortality|Clinical status at the time of completion of participation in the study","Burnasyan Federal Medical Biophysical Center","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 3","320","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","DAL-05-04-2020","April 8, 2020","December 2020","December 2020","April 15, 2020",,"May 27, 2020","Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04346693"
49,"NCT04335123","Study of Open Label Losartan in COVID-19",,"Recruiting","No Results Available","COVID-19","Drug: Losartan","Number of participants with treatment-related adverse events as assessed by protocol definition of AE|Number of days on supplemental oxygen in respiratory failure due to COVID-19|Incidence of mechanical ventilation use|Days on mechanical ventilation|Incidence of non-invasive positive pressure ventilation or heated high flow nasal cannula use|Days on non-invasive positive pressure ventilation or high flow nasal cannula|Incidence of transfer to ICU from non-ICU hospital bed|ICU length of stay (days)|30-day mortality rate|Hospital length of stay (days)|Cumulative incidence of severe adverse events|Cumulative incidence of adverse events|Change from baseline in oxygenation|Incidence of medications with possible antiviral activity (hydroxychloroquine, lopinavir/ritonavir, ribavirin or remdesivir) or adjunctive therapy use (e.g., tocilizumab)|Incidence (and length in days) of extracorporeal membrane oxygenation use|Incidence (and length in days) of renal replacement therapy use|Intolerance of high dose (50mg) losartan after tolerating 25mg","University of Kansas Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 1","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STUDY00145514","March 25, 2020","September 2020","October 2020","April 6, 2020",,"April 24, 2020","University of Kansas Medical Center, Kansas City, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT04335123"
50,"NCT04394182","Ultra Low Doses of Therapy With Radiation Applicated to COVID-19","ULTRA-COVID","Recruiting","No Results Available","Pneumonia, Viral|Cytokine Storm","Radiation: Ultra-Low-dose radiotherapy|Device: ventilatory support with oxygen therapy|Drug: Lopinavir/ritonavir|Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Piperacillin/tazobactam|Drug: Low molecular weight heparin|Drug: Corticosteroid injection|Drug: Tocilizumab","Oxygen Therapy Status at Day 2|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 2|Blood Gas Analysis at Day 2|Blood Test at Day 2|Oxygen Therapy Status at Day 5|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 5|Blood Test at Day 5|Oxygen Therapy Status at Day 7|Oxygen Saturation (Sat02; Pulse oximeter measurement) at Day 7|Blood Test at Day 7|Change from baseline Total Severity Score (TSS) analyzed in a thoracic CT scan at Day 7|Recovery time|COVID-19 status|Change from baseline Total Severity Score (TSS) analyzed in a thoracic CT scan al Month 1|Acute Toxicity","Fundacion GenesisCare|Hospital La Milagrosa|Hospital Vithas Valencia Consuelo","All","18 Years to 120 Years   (Adult, Older Adult)","Not Applicable","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","20.4.1597-GHM","April 21, 2020","December 31, 2020","April 21, 2021","May 19, 2020",,"May 19, 2020","Hospital La Milagrosa, GenesisCare, Madrid, Spain|Hospital Vithas Valencia Consuelo, Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT04394182"
51,"NCT04366245","Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection",,"Recruiting","No Results Available","SARS-CoV 2","Biological: Hyperimmune plasma|Drug: Standard of care for SARS-CoV-2 infection","Safety: Incidence of Adverse Events and Serious Adverse Events grade 3 and 4, related to the product under investigation or the administration procedure, graduated according to the common toxicity criteria scale (CTCAE).|Efficacy: Death from any cause|Efficacy: Need for mechanical ventilation|Efficacy: Any of the following analytical data after 72h of randomization.|Efficacy: SOFA scale ≥ 3 after 72 hours of randomization.|Efficacy. Mortality on days 14 and 28.|Efficacy: Proportion of patients who required mechanical ventilation|Efficacy: Proportion of patients who develop analytical alterations.|Efficacy: Cure / clinical improvement (disappearance or improvement of signs and symptoms of COVID-19) in the cure test.|Efficacy: PCR negative for SARS-CoV-2|Efficacy: Proportion of patients who required treatment with Tocilizumab|Efficacy: Duration of hospitalization (days)|Virology and immunological variables: Qualitative PCR for SARS-CoV-2 in naso-oropharyngeal exudate sample|Virology and immunological variables: Total antibody quantification|Virology and immunological variables: Quantification of total antibodies in PC donors recovered from COVID-19.","Andalusian Network for Design and Translation of Advanced Therapies","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","72","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PC/COVID-19","April 23, 2020","December 2021","December 2021","April 28, 2020",,"June 5, 2020","Hospital U. Jerez de la Frontera, Jerez de la Frontera, Cádiz, Spain|Hospital U. Puerto Real, Puerto Real, Cádiz, Spain|Hospital Costa del Sol, Marbella, Málaga, Spain|Hospital U. Torrecárdenas, Almería, Spain|Hospital U. Puerta del Mar, Cádiz, Spain|Hospital U. Virgen de las Nieves, Granada, Spain|Hospital U. San Cecilio, Granada, Spain|Hospital Juan Ramón Jiménez, Huelva, Spain|Hospital Regional U. de Málaga, Málaga, Spain|Hospital U. Virgen de la Victoria, Málaga, Spain|Hospital Unversitario Virgen Macarena, Sevilla, Spain|Hospital Universitario Virgen del Rocío, Sevilla, Spain|Hospital U. Nuestra Señora de Valme, Sevilla, Spain|Hospital San Juan de Dios, Sevilla, Spain",,"https://ClinicalTrials.gov/show/NCT04366245"
52,"NCT04392414","Hyperimmune Convalescent Plasma in Moderate and Severe COVID-19 Disease",,"Recruiting","No Results Available","COVID-19","Biological: COVID-19 convalescent hyperimmune plasma|Biological: Non-convalescent fresh frozen plasma (Standard plasma)","The number and proportion of patients with the normal body temperature (≤37.2 C) at the day 1, 2, 3, 4, 5, 6, 7 after the start of therapy|Days before mechanical ventilation|Days of need for oxygen therapy|Days of stay in the ICU|Days of hospitalization|Changes of the titer of the SARS-CoV-2 antibodies in the blood plasma of patients|Dynamics of the cytokine profile|Incidence of the cytokine storm development and the need of administering cytokine storm inhibitors|Dynamics of the level of C-reactive protein|30-day mortality rate","Federal Research Clinical Center of Federal Medical & Biological Agency, Russia","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CovPlas-Covid19","May 1, 2020","August 1, 2020","September 15, 2020","May 18, 2020",,"June 4, 2020","Federal Research Clinical Center of Federal Medical & Biological Agency, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04392414"
53,"NCT04414631","Conestat Alfa in the Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19",,"Not yet recruiting","No Results Available","Coronavirus Infections","Drug: Conestat alfa","Disease severity|Time to clinical improvement|Proportion of participants alive and not having required invasive or non-invasive ventilation|Proportion of subjects with an ALI (defined by PaO2/FiO2 ratio of <300mmHg)","University Hospital, Basel, Switzerland|Pharming Technologies B.V.","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 2","120","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-01252; me20Osthoff3","June 2020","June 2021","July 2021","June 4, 2020",,"June 4, 2020","University Hospital Basel, Division of Internal Medicine, Basel, Switzerland",,"https://ClinicalTrials.gov/show/NCT04414631"
54,"NCT04278404","Pharmacokinetics, Pharmacodynamics, and Safety Profile of Understudied Drugs Administered to Children Per Standard of Care (POPS)","POPS or POP02","Recruiting","No Results Available","Coronavirus Infection (COVID-19)|Pulmonary Arterial Hypertension|Urinary Tract Infections in Children|Hypertension|Pain|Hyperphosphatemia|Primary Hyperaldosteronism|Edema|Hypokalemia|Heart Failure|Hemophilia Prior to Tooth Extraction|Menorrhagia|Insomnia|Pneumonia|Skin Infection|Arrythmia|Asthma in Children|Bronchopulmonary Dysplasia|Adrenal Insufficiency|Hypertension, Resistant to Conventional Therapy|Fibrinolysis; Hemorrhage","Drug: The POP02 study is collecting bodily fluid samples (i.e., whole blood, effluent samples) of children prescribed the following drugs of interest per standard of care:","Clearance (CL) or apparent oral clearance (CL/F) as measured by PK sampling|Volume of distribution (V) or apparent oral volume of distribution (V/F) as measured by PK sampling|Elimination rate constant (ke) as measured by PK sampling|Half-life (t1/2) as measured by PK sampling|Absorption rate constant (ka) as measured by PK sampling|AUC (area under the curve) as measured by PK sampling|Maximum concentration (Cmax) as measured by PK sampling|Time to achieve maximum concentration (Tmax) as measured by PK sampling","Duke University|The Emmes Company, LLC|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","up to 20 Years   (Child, Adult)",,"5000","Other|Industry|NIH","Observational","Observational Model: Other|Time Perspective: Prospective","Pro00103838","March 5, 2020","April 24, 2024","April 24, 2024","February 20, 2020",,"May 14, 2020","Arkansas Children's Hospital Research Institute, Little Rock, Arkansas, United States|Colorado University Denver, Aurora, Colorado, United States|Alfred I. DuPont Hospital for Children, Wilmington, Delaware, United States|University of Florida Jacksonville Shands Medical Center, Jacksonville, Florida, United States|Kapiolani Womens and Childrens Medical Center, Honolulu, Hawaii, United States|Ann and Robert H. Lurie Childrens Hospital of Chicago, Chicago, Illinois, United States|Riley Hospital for Children at Indiana University, Indianapolis, Indiana, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Wesley Medical Center, Wichita, Kansas, United States|University of Louisville Norton Childrens Hospital, Louisville, Kentucky, United States|Tulane University Health Science Center, New Orleans, Louisiana, United States|Ochsner Baptist Clinical Trials Unit, New Orleans, Louisiana, United States|University of Minnesota, Minneapolis, Minnesota, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|Childrens Mercy Hospital, Kansas City, Missouri, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, United States|University of New Mexico Health Science Center, Albuquerque, New Mexico, United States|Kravis Children's Hospital at Mt. Sinai, New York, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Duke University Health System, Durham, North Carolina, United States|Cincinnati Childrens Hospital Medical Center, Cincinnati, Ohio, United States|Board of Regents of the University of Oklahoma, Oklahoma City, Oklahoma, United States|Oregon Health and Science University, Portland, Oregon, United States|Rhode Island Hospital, Providence, Rhode Island, United States|Medical University of South Carolina Children's Hospital, Charleston, South Carolina, United States|University of South Carolina, Columbia, South Carolina, United States|Monroe Carell Jr. Children's Hospital at Vanderbilt, Nashville, Tennessee, United States|Dell Children's Medical Center of Central Texas, Austin, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States|University Wisconsin, Madison, Wisconsin, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States|Children's Hospital of Eastern Ontario, Ottawa, Ontario, Canada|The Hospital for Sick Children, Toronto, Ontario, Canada|CHU Sainte-Justine, Montréal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04278404"
