"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT01741688","An Observational Study of Tocilizumab (Actemra) in Participants With Moderate to Severe Rheumatoid Arthritis",,"Completed","Has Results","Rheumatoid Arthritis","Biological: Tocilizumab","Number of Participants on Tocilizumab at 6 Months After Treatment Initiation|Percentage of Participants With Systemic Manifestations of Rheumatoid Arthritis|Percentage of Participants Starting Tocilizumab After Prior and Baseline Disease-Modifying Anti-rheumatic Drugs (DMARDs) Exposure|Number of Participants Starting Tocilizumab After Failing Other Biologic Agents|Median Dose at 6 Months|Number of Participants With Dose Modifications at 6 Months|Median Duration of Treatment|Percentage of Participants Discontinued From Tocilizumab for Safety|Percentage of Participants Discontinued From Tocilizumab for Lack of Efficacy|Number of Participants Discontinued From Tocilizumab for Other Reasons|Time to Restoration of Initial Dosing Regimen|Non-adherence Rate of Physician to the Recommended Dosing Regimen|Percentage of Participants on Tocilizumab Monotherapy at Study Entry|Total Tender Joint Count (TJC)|Total Swollen Joint Count (SJC)|Disease Activity Score Based on 28 Joints (DAS28)","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"16","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ML28206","October 26, 2012","March 6, 2014","March 6, 2014","December 5, 2012","October 12, 2015","August 1, 2017","ABK Reuma SRL- Medicentro BioCiencias, Lima, Peru|Hospital de la Mujer, Lima, Peru|Clinica San Borja; Servicio De Reumatologia, Lima, Peru|Clinica El Golf, San Isidro, Peru",,"https://ClinicalTrials.gov/show/NCT01741688"
12,"NCT04070781","Itacitinib and Tocilizumab for Steroid Refractory Acute Graft Versus Host Disease","GVHD","Not yet recruiting","No Results Available","Steroid Refractory GVHD|Graft Vs Host Disease","Drug: Itacitinib|Drug: Tocilizumab","MTD of Tocilizumab IV infusion when given with Itacitinib|Access Safety and Tolerability|Objective Response Rate (ORR)|Time to Response|Duration of Response|Incidence of Disease Relapse|Incidence of Infections|Progression-Free Survival (PFS)|Overall Survival (OS)|Proportion of Patients Discontinuing Steroids","Columbia University|Incyte Corporation","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 1","24","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AAAR8757","February 2020","May 2022","May 2022","August 28, 2019",,"January 22, 2020","Columbia University Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT04070781"
13,"NCT02660528","Tocilizumab Augmentation in Treatment-Refractory Major Depressive Disorder",,"Recruiting","No Results Available","Major Depressive Disorder","Drug: Tocilizumab","Absolute change on Hamilton Depression Rating Scale (HDRS)|Proportion of Subjects Achieving Remission (HDRS score < 7)|Proportion of Subjects Achieving Response (HDRS score decreased >50% from baseline)","Brigham and Women's Hospital","All","30 Years to 60 Years   (Adult)","Phase 2","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2015P001263","April 2016","November 2020","November 2021","January 21, 2016",,"August 5, 2019","Brigham and Women's Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT02660528"
14,"NCT01705730","A Non-Interventional Study of Rheumatoid Arthritis Patients Treated With RoActemra/Actemra (Tocilizumab) in Monotherapy",,"Completed","Has Results","Rheumatoid Arthritis","Drug: tocilizumab","Percentage of Participants on Tocilizumab Treatment at Month 6 After Treatment Initiation|Percentage of Participants With Systemic Manifestations of RA at Baseline|Number of Participants With Disease-Modifying Antirheumatic Drugs (DMARDs) Intolerance and Inadequate Response|Number of Participants With Inadequate Response to Other Biologics|Time to Addition of Disease-Modifying Anti-rheumatic Drugs (DMARDs)|Percentage of Participants Who Had DMARDs During Study|Number of Participants With Dose Reductions|Number of Participants With Starting Tocilizumab After Failing DMARDs|Number of Participants With Starting Tocilizumab After Stopping Other Biologic Agents|Time to Reduction/Withdrawal of Corticosteroids|Number of Dose Modifications Per Participant at Month 6|Mean Dosing Interval Per Participant at Month 6|Percentage of Participants Discontinued From Tocilizumab for Safety Versus Efficacy|Time for Restoration of Initial Dosing Regimen|Percentage of Participants Who Were Not Adhering to Recommended Dosing Regimen|Number of Participants Who Were Not Adhering to Recommended Management of AEs|Percentage of Participants Still on Tocilizumab Monotherapy at Month 6|Percentage of Participants With Reason for Choice of Monotherapy at Baseline|Tender Joint Count (TJC)|Swollen Joint Count (SJC)|Percentage of Participants With Disease Activity Score-28 (DAS28)|Percentage of Participants With Good European League Against Rheumatism (EULAR) Response at Month 3 and Month 6|Percentage of Participants With American College of Rheumatology (ACR) Response at Month 3 and Month 6|Percentage of Participants With Disease Activity According to Clinical Disease Activity Index (CDAI) Response|Percentage of Participants With Disease Activity According to Simplified Disease Activity Index (SDAI) Response|Change From Baseline in Patient's Global Assessment of Disease Activity at Month 3 and Month 6|Change From Baseline in Physician Global Assessment of Disease Activity at Month 3 and Month 6|Change From Baseline in Health Assessment Questionnaire (HAQ) at Month 3 and Month 6|Change From Baseline in VAS-Fatigue at Month 3 and Month 6|Change From Baseline in Patient's Global Assessment of Pain at Month 3 and Month 6|Change From Baseline in VAS-Morning Stiffness at Month 3 and Month 6|Percentage of Participants With an Adverse Event (AEs), Serious Adverse Events (SAEs), AEs of Special Interest (AESIs)|Percentage of Participants With AEs Leading to Dose Modifications|C-reactive Protein (CRP]) Level|Erythrocyte Sedimentation Rate (ESR) Level","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"71","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ML28269","July 31, 2012","December 12, 2014","December 12, 2014","October 12, 2012","September 4, 2018","September 4, 2018","ASZ Aalst, Aalst, Belgium|CH EpiCURA Site Ath, Ath, Belgium|CHU Brugmann (Victor Horta), Bruxelles, Belgium|Hospital Erasme; Neurologie, Bruxelles, Belgium|Reumaclinic, Genk, Belgium|GHdC Site Saint-Joseph, Gilly (Charleroi), Belgium|Clinique Notre Dame de Grâce, Gosselies, Belgium|CH Jolimont - Lobbes (Jolimont), Haine-Saint-Paul, Belgium|AZ Groeninge, Kortrijk, Belgium|Chr de La Citadelle, Liège, Belgium|Clinique Saint-Joseph, Liège, Belgium|CHU Ambroise Paré, Mons, Belgium|AZ Damiaan, Oostende, Belgium|Clinique St Pierre asbl, Ottignies, Belgium|AZ Delta (Campus Wilgenstraat), Roeselare, Belgium|AZ Turnhout Sint Jozef, Turnhout, Belgium|Sint Augustinus Wilrijk, Wilrijk, Belgium",,"https://ClinicalTrials.gov/show/NCT01705730"
15,"NCT03533101","Tocilizumab for Cytokine Release Syndrome Prophylaxis in Haploidentical Transplantation",,"Unknown status","No Results Available","Cytokine Release Syndrome|Stem Cell Transplant Complications","Drug: Tocilizumab","Cytokine release syndrome|Hospitalization rate|Adverse effects|IL-6 concentration","Hospital Universitario Dr. Jose E. Gonzalez","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","HE18-00010","May 25, 2018","May 15, 2019","June 15, 2019","May 22, 2018",,"May 29, 2018","Hospital Universitario Dr. Jose E Gonzalez UANL, Monterrey, Nuevo Leon, Mexico",,"https://ClinicalTrials.gov/show/NCT03533101"
16,"NCT01562327","A Non-interventional Study of RoActemra/Actemra (Tocilizumab) in Patients With Rheumatoid Arthritis",,"Completed","Has Results","Rheumatoid Arthritis","Drug: Tocilizumab","Percentage of Participants on Tocilizumab Treatment at 6 Months After Treatment Initiation|Percentage of Participants With Systemic Manifestations of RA at Baseline|Number of Participants Who Stopped Disease-Modifying Antirheumatic Drugs (DMARDs) Prior to Start of Tocilizumab|Percentage of Participants Who Previously Received DMARDs|Reason for DMARDs Withdrawal at Baseline|Number of Participants Who Stopped Biologic Agents Prior to Start of Tocilizumab|Percentage of Participants Who Previously Received Biologic Agents|Reason for Biologic Agent Withdrawal at Baseline|Reasons for Dose Modifications|Percentage of Participants Who Discontinued From Tocilizumab for Safety Versus Efficacy|Percentage of Participants on Tocilizumab as Monotherapy or Combination Therapy|Change From Baseline in Tender Joint Count (TJC) at Month 3 and Month 6|Change From Baseline in Swollen Joint Count (SJC) at Month 3 and Month 6|Disease Activity Score-28 (DAS 28) Response Classification at Month 3 and Moth 6|Clinical Disease Activity Index (CDAI) Response Classification at Month 3 and Month 6|Simplified Disease Activity (SDAI) Response Classification|European League Against Rheumatism (EULAR) Response|Percentage of Participants With American College of Rheumatology (ACR) Response at Month 3 and Month 6|Change From Baseline in Physician Global Assessment of Disease Activity at Month 3 and Month 6|Change From Baseline in Patient's Global Assessment of Disease Activity at Month 3 and Month 6|Percentage of Participants With Clinical Remission in Health Assessment Questionnaire Disability Index (HAQ-DI)|Change From Baseline in Patient's Global Assessment of Fatigue at Month 3 and Month 6|Change From Baseline in Patient's Global Assessment of Pain at Month 3 and Month 6|Change From Baseline in Patient's Severity of Morning Stiffness at Month 3 and Month 6|Percentage of Participants With an Adverse Event (AE)","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"50","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ML28142","February 2012","March 2014","March 2014","March 23, 2012","October 18, 2016","November 29, 2016","Buenos Aires, Argentina|Buenos Aires, Argentina|Ciudad Autonoma de, Argentina|Florencio Varela, Argentina|La Plata, Argentina|San Juan, Argentina|San Miguel De Tucuman, Argentina",,"https://ClinicalTrials.gov/show/NCT01562327"
17,"NCT04403685","Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers","TOCIBRAS","Recruiting","No Results Available","COVID|SARS Pneumonia|Cytokine Release Syndrome","Drug: Tocilizumab","Evaluation of clinical status|All-cause mortality|Inpatient Mortality|Improvement of Sequential Sepsis-related Organ Failure Assessment (SOFA) scale|Ventilator free days|Time until oxygen support independence|Need of mechanical ventilation support|Days to mechanical ventilation support.|Duration of hospitalization|Other infections|Incidence of thromboembolic events|Incidence of adverse events","Beneficência Portuguesa de São Paulo|Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Hospital Alemão Oswaldo Cruz|Brazilian Research In Intensive Care Network|Hospital Moinhos de Vento|Brazilian Clinical Research Institute","All","18 Years and older   (Adult, Older Adult)","Phase 3","150","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TOCIBRAS","May 8, 2020","July 8, 2020","August 31, 2020","May 27, 2020",,"May 28, 2020","UNIFESP, São Paulo, Sao Paulo, Brazil|HCOR -Hospital do Coracao, Sao Paulo, SP, Brazil|HAOC - Hospital Alemao Oswaldo Cruz, Sao Paulo, Brazil|Beneficência Portuguesa de Sao Paulo, Sao Paulo, Brazil|HAOC - Hospital Alemao Oswaldo Cruz - unidade Vergueiro, Sao Paulo, Brazil|HIAE - Hospital Israelita Albert Einstein, Sao Paulo, Brazil|HSL - Hospital Sírio Libanês, Sao Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT04403685"
18,"NCT01475162","Tocilizumab for Treatment of Steroid Refractory Acute Graft-versus-Host Disease",,"Terminated","Has Results","Acute Graft Versus Host Disease","Drug: Tocilizumab","Number of Subjects Achieving Complete or Partial Response at Day 56 After Administration of Tocilizumab|Number of Patients With Partial, Mixed or no GVHD Responses|GVHD Flares|Discontinuation of Immunosuppression|Overall Survival|Number of Subjects Experiencing at Least One Serious Adverse Event or Grade 3 Non-serious Adverse Event|Disease-free Survival|Non-relapse Mortality","Medical College of Wisconsin","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","14","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MCW-PRO15904","August 8, 2011","February 17, 2016","September 29, 2018","November 21, 2011","January 31, 2020","February 17, 2020","Froedtert Hospital/Medical College of Wisconsin-Clinical Cancer Center, Milwaukee, Wisconsin, United States","""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/62/NCT01475162/ICF_000.pdf|""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/62/NCT01475162/Prot_SAP_001.pdf","https://ClinicalTrials.gov/show/NCT01475162"
19,"NCT03726749","Tocilizumab Plus a Short Prednisone Taper for GCA",,"Recruiting","No Results Available","Giant Cell Arteritis","Drug: Tocilizumab|Drug: Prednisone","Sustained remission|Number of disease flares|Cumulative prednisone dose|Adverse events|Serious adverse events","Massachusetts General Hospital|Roche-Genentech","All","50 Years and older   (Adult, Older Adult)","Phase 4","30","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ML40859","November 28, 2018","December 25, 2021","February 2022","October 31, 2018",,"February 25, 2020","Massachusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT03726749"
20,"NCT03781310","Therapeutic Drug Monitoring of Tocilizumab in Rheumatoid Arthritis",,"Recruiting","No Results Available","Rheumatoid Arthritis|Tocilizumab","Drug: Tocilizumab","Disease flare rate|Drop-out rate|DAS28 score|SDAI score|CDAI score|Swollen joint count|Tender joint count|patient pain VAS|physician global VAS|patient disease activity VAS|sHAQ|RAPID-3","Tel-Aviv Sourasky Medical Center|Amsterdam Rheumatology and Immunology Center","All","18 Years and older   (Adult, Older Adult)","Phase 4","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","0563-18-TLV","December 2018","June 30, 2019","December 2019","December 19, 2018",,"December 26, 2018","Department of Rheumatology, Tel Aviv Medical Center, Tel Aviv, Israel",,"https://ClinicalTrials.gov/show/NCT03781310"
21,"NCT00868751","Single Patient Use of Tocilizumab in Systemic Onset Juvenile Idiopathic Arthritis",,"Terminated","Has Results","Arthritis, Juvenile Rheumatoid|Still's Disease, Juvenile Onset","Biological: tocilizumab","Efficacy of Tocilizumab as Defined by Presence of an Equal to or Greater Than 30% Improvement in JIA Core Set (i.e. ACR JIA30 Response)|Efficacy of Tocilizumab as Defined by Reduction of Oral Prednisone Dose by at Least 20%, or to Less Than 0.5mg/kg/Day, Whichever is of Lesser Daily Dose, While Maintaining an ACR JIA30 Response|Number of Participants With at Least One Adverse Event|Measurement of Laboratory Parameters of Active Disease, Specifically C-reactive Protein, Hemoglobin, Platelets, White Blood Cell Count, Ferritin, Immunoglobulins.|Measurement of Sustained Clinical Response to Tocilizumab, Including Active Joint Count, Joints With Limited Range of Motion, and Absence of Fever or Rash.","Tufts Medical Center|Hoffmann-La Roche","All","2 Years to 16 Years   (Child)","Not Applicable","1","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TMC-PRHEU-TCZ-01","March 2009","November 2009","June 2010","March 25, 2009","May 15, 2017","May 15, 2017","Tufts Medical Center/Floating Hospital for Children, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00868751"
22,"NCT01951170","An Open-Label Study of RoActemra/Actemra (Tocilizumab) in Patients With Moderate to Severe Active Rheumatoid Arthritis",,"Completed","Has Results","Rheumatoid Arthritis","Drug: Tocilizumab","Change From Baseline in Genant-modified Total Sharp Score (mTSS)|Percentage of Participants With Disease Activity Score 28-Erythrocyte Sedimentation Rate (DAS28-ESR) Remission|Percentage of Participants With Positive American College of Rheumatology 20/50/70 (ACR20/50/70) Responses|Percentage of Participants With European League Against Rheumatism (EULAR) Response|Change From Baseline in Patient's Global Assessment of Disease Activity Visual Analog Scale (PGA VAS)|Change From Baseline in Patient's Global Assessment of Pain Using a Visual Analog Scale (PGA Pain VAS)|Change From Baseline in Physician Global Assessment of Disease Activity|Change From Baseline in Health Assessment Questionnaire-Disability Index (HAQ-DI)|Change From Baseline in Functional Assessment of Chronic Illness Therapy - Fatigue (FACIT-F)|Change From Baseline in Simplified Disease Activity Index (SDAI)|Change From Baseline in Clinical Disease Activity Index (CDAI)|Change From Baseline in Total Tender Joint Count (TJC)|Change From Baseline in Swollen Joint Count (SJC)|Change From Baseline in Rheumatoid Arthritis Magnetic Resonance Imaging Scoring System (RAMRIS) Scoring of Bone Erosions|Change From Baseline in RAMRIS Scoring of Cartilage Loss|Change From Baseline in RAMRIS Scoring of Synovitis|Change From Baseline in RAMRIS Scoring of Osteitis|Safety: Percentage of Participants With Adverse Events (AEs)|Safety: Number of AEs Leading to Tocilizumab Dose Modification or Study Treatment Withdrawal|Safety: Number of Participants With Confirmed Positive Assessment of Tocilizumab Immunogenicity","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)","Phase 3","52","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ML28703","November 2013","August 2015","August 2015","September 26, 2013","September 21, 2016","September 21, 2016","Camperdown, New South Wales, Australia|Coffs Harbour, New South Wales, Australia|Kogarah, New South Wales, Australia|Southport, Queensland, Australia|Adelaide, South Australia, Australia|Hobart, Tasmania, Australia|Geelong, Victoria, Australia|Ivanhoe, Victoria, Australia|Malvern East, Victoria, Australia|Morwell, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT01951170"
23,"NCT01455701","A Study to Evaluate Pharmacokinetics and Safety of Tocilizumab (RoActemra/Actemra) in Participants Less Than 2 Years Old With Active Systemic Juvenile Idiopathic Arthritis (sJIA)",,"Completed","No Results Available","Juvenile Idiopathic Arthritis","Drug: Tocilizumab","Maximum Serum Concentration (Cmax) of Tocilizumab|Minimum Serum Concentration (Cmin) of Tocilizumab|Model predicted Area Under the Serum Concentration-Time Curve from Time Zero to End of Dosing (AUCtau) of Tocilizumab|Number of Participants With Adverse Events (AEs) and Serious AEs","Hoffmann-La Roche","All","up to 24 Months   (Child)","Phase 1","11","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NP25737|2015-000435-33","October 26, 2012","July 28, 2016","July 13, 2017","October 20, 2011",,"November 4, 2019","Children's National Medical Center; Pediatric Rheumatology, Washington, District of Columbia, United States|The University of Chicago;Department of Pediatrics, Chicago, Illinois, United States|University of Louisville Research Foundation, Inc; Kosair Charities Pediatric Clinical Research Unit, Louisville, Kentucky, United States|The Floating Hospital for Children at Tufts Medical Center, Boston, Massachusetts, United States|Children's Hospital Boston Pediatric Medicine, Boston, Massachusetts, United States|Children's Speciality Center of Nevada, Las Vegas, Nevada, United States|Hackensack University Medical Center; Pediatric Rheumatology, Hackensack, New Jersey, United States|Cincinnati Children'S Hospital Medical Center; Division of Rheumatology, Cincinnati, Ohio, United States|Children's Hospital Of Pittsburgh, Pittsburgh, Pennsylvania, United States|Hospital Gral de Niños Pedro Elizalde, Buenos Aires, Argentina|UZ Gent, Gent, Belgium|UZ Leuven Gasthuisberg, Leuven, Belgium|Alberta Children'S Hospital, Calgary, Alberta, Canada|Hospital For Sick Children, Toronto, Ontario, Canada|McGill University; Montreal Children's Hospital; Inflammatory, Autoimmune & Bone, Montreal, Quebec, Canada|Klinik Bremen-Mitte; Prof. Hess-Kinderklinik, Bremen, Germany|Semmelweis University; 2nd Department of Paediatrics, Budapest, Hungary|Uniwersytecki Szpital Kliniczny Nr 4 im. M. Konopnickiej; Oddz. Kardiolog. i Reumatolog. dla Dzieci, Lodz, Poland|Uniwersytecki Szpital Dzieciecy w Lublinie; Oddzial Pediatrii, Chorob Pluc i Reumatologii, Lublin, Poland|Hospital Universitario la Fe: Servicio de Reumatologia Pediatrica, Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT01455701"
24,"NCT02034474","Tocilizumab as Add-On Treatment For Residual Positive, Negative, and Cognitive Symptoms of Schizophrenia",,"Completed","Has Results","Schizophrenia|Schizoaffective Disorder","Drug: Tocilizumab|Drug: Placebo","Clinical Response to Tocilizumab|Cognitive Symptomatology - Overall MATRICS t Score Change|Cognitive Symptomatology - UPSA-B Score Change","New York State Psychiatric Institute|Stanley Medical Research Institute","All","18 Years to 59 Years   (Adult)","Phase 4","59","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","6729","February 2014","February 6, 2017","February 6, 2017","January 13, 2014","December 26, 2018","December 26, 2018","New York State Psychiatric Institute, New York, New York, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/74/NCT02034474/Prot_000.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/74/NCT02034474/ICF_001.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/74/NCT02034474/SAP_002.pdf","https://ClinicalTrials.gov/show/NCT02034474"
25,"NCT02797769","A Time to Cardiovascular Event Analysis Comparing Tocilizumab to Other Biologics in Patients With Rheumatoid Arthritis (RA)",,"Unknown status","No Results Available","Rheumatoid Arthritis","Drug: Other Biologics|Drug: Tocilizumab","Time to First Event of Myocardial Infarction (MI) or Stroke with Tocilizumab Versus Tumor Necrosis Factor Inhibitor (TNFi) Therapies|Time to First Event of MI or Stroke with Tocilizumab Versus Non-TNFi Therapies|Time to Hospitalization for Coronary Revascularization Procedure|Time to Hospitalization for Acute Coronary Syndrome (ACS)|Time to First Event of MI, Stroke, Coronary Revascularization Procedure, or ACS|Time to Heart Failure (HF) Requiring Hospitalization|Time to All-Cause Death","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)",,"75000","Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","GA30048","August 2015","January 2017","January 2017","June 13, 2016",,"July 4, 2016",,,"https://ClinicalTrials.gov/show/NCT02797769"
26,"NCT01727206","Pilot Study of Tocilizumab in Patients With Erdheim-Chester Disease",,"Terminated","No Results Available","Erdheim-Chester Disease","Drug: Tocilizumab","Reduction in the dimensions of measurable lesions according to the Response Evaluation Criteria in Solid Tumors (RECIST) criteria|Functional improvement in measurable indexes|Variations of patient quality of life|Analysis of the adverse events and of the relevant safety laboratory parameters|Variations in disease activity as evaluated by FDG-PET imaging|Evaluation of soluble factors, receptors and activation molecules involved the accumulation, activation and entrapment of histiocytes possibly associated to a response to the experimental treatment","Ospedale San Raffaele","All","18 Years and older   (Adult, Older Adult)","Phase 2","3","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ECD-TCZ-01|2012-003151-11|GR-2009-1594586","November 2012","February 2015","December 2015","November 15, 2012",,"February 10, 2016","San Raffaele Hospital, Milano, Italy",,"https://ClinicalTrials.gov/show/NCT01727206"
27,"NCT01988012","A Study of the Efficacy and Safety of Tocilizumab in Adults With Rheumatoid Arthritis.",,"Completed","Has Results","Rheumatoid Arthritis","Biological: tocilizumab","Percentage of Participants With Clinical Disease Activity Index (CDAI) Remission and CDAI Low Disease Activity|Change From Baseline in CDAI|Percentage of Participants With Simplified Disease Activity Index (SDAI) Remission and SDAI Low Disease Activity|Change From Baseline in SDAI|Change From Baseline in Disease Activity Score 28-Erythrocyte-Sedimentation Rate (DAS28-ESR)|Percentage of Participants Achieving 20%, 50% and 70% Improvement in American College of Rheumatology (ACR) Response Scores (ACR20, ACR50 and ACR70)|Percentage of Participants With Good to Moderate European League Against Rheumatism (EULAR) Response|Change From Baseline in TJC and SJC|Change From Baseline in Percentage of Participants on Tocilizumab Monotherapy|Change From Baseline in Patient Global Assessment of Disease Activity Visual Analog Scale (PGA VAS)|Change From Baseline in Patient Pain VAS|Change From Baseline in Health Assessment Questionnaire-Disability Index (HAQ-DI)|Change From Baseline in Patient Functional Assessment of Chronic Illness Therapy - Fatigue (FACIT-F)|Total Scores on Hamilton Depression Rating Scale (HDRS) and Hamilton Anxiety Scale (HAS)|Percentage of Participants With Adverse Events (AEs) and AEs of Special Interest (AESIs)|Percentage of Participants Who Required Dose Modifications or Discontinued Study Due to AEs|Immunogenicity: Percentage of Participants With Anti-tocilizumab Antibodies|Immunogenicity: Tocilizumab Levels|Immunogenicity: Change From Week 1 in Soluble Interleukin-6 Receptor (sIL-6R) Levels","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)","Phase 3","100","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ML28698","January 2014","July 2015","July 2015","November 20, 2013","March 6, 2017","March 6, 2017","Beer Sheva, Israel|Beer Yaacov, Israel|Haifa, Israel|Haifa, Israel|Haifa, Israel|Jerusalem, Israel|Jerusalem, Israel|Kfar Saba, Israel|Petach Tikva, Israel|Petach Tikva, Israel|Ramat Gan, Israel|Ramat Gan, Israel|Tel Aviv, Israel",,"https://ClinicalTrials.gov/show/NCT01988012"
